application_id,country_of_applicant,application_date,education_of_employee,has_job_experience,requires_job_training,visa_type,processing_center,processing_time_days,case_status,destination_country,job_offer,years_experience,documents_complete,previous_visa_rejections,processing_days,visa_status
47630,India,11/28/2024 17:12,PhD,Y,Y,Work,Center C,307,Certified,Germany,No,13,No,2,14,Rejected
47631,India,8/22/2025 7:13,Diploma,N,Y,Business,Center B,26,Certified,UAE,,,No,0,41,Rejected
47632,India,11/12/2025 19:02,Master's,Y,Y,Work,Center D,22,Certified,Germany,Yes,3,No,2,58,Rejected
47633,India,6/15/2024 5:10,High School,N,Y,Student,Center B,105,Certified,Germany,,,No,1,21,Rejected
47634,India,4/25/2025 21:57,Diploma,Y,N,Business,Center A,281,Certified,UAE,,,Yes,1,46,Pending
47635,India,9/21/2025 16:16,Bachelor's,Y,N,Tourist,Center C,263,Certified,UAE,,,No,1,12,Rejected
47636,India,10/23/2025 13:43,High School,N,Y,Student,Center D,331,Certified,UK,,,Yes,0,47,Pending
47637,India,8/17/2024 1:00,Bachelor's,Y,N,Business,Center A,223,Denied,Germany,,,No,0,13,Rejected
47638,India,5/14/2024 3:43,Bachelor's,Y,Y,Business,Center B,270,Certified,Germany,,,Yes,1,18,Approved
47639,India,5/1/2024 11:01,High School,Y,N,Business,Center D,26,Certified,Australia,,,No,2,53,Rejected
47640,India,9/26/2024 13:21,PhD,Y,Y,Business,Center D,271,Certified,UAE,,,Yes,2,58,Rejected
47641,India,9/26/2024 10:02,High School,Y,N,Business,Center B,304,Certified,UAE,,,Yes,0,56,Pending
47642,India,5/8/2024 6:35,Bachelor's,N,Y,Student,Center D,177,Certified,USA,,,Yes,2,12,Rejected
47643,India,8/18/2024 8:47,Bachelor's,Y,Y,Student,Center B,169,Denied,USA,,,No,2,28,Rejected
47644,India,3/20/2024 5:26,High School,Y,N,Student,Center A,346,Denied,UAE,,,No,2,35,Rejected
47645,India,1/18/2026 1:21,High School,N,Y,Work,Center B,364,Certified,Australia,Yes,7,Yes,2,37,Rejected
47646,India,5/1/2025 6:08,Diploma,Y,N,Work,Center D,276,Certified,Canada,No,5,No,1,58,Rejected
47647,India,3/31/2024 11:40,Diploma,Y,Y,Student,Center D,187,Certified,Germany,,,Yes,0,29,Pending
47648,India,6/14/2025 10:02,PhD,N,N,Student,Center A,323,Certified,Canada,,,Yes,0,10,Approved
47649,India,3/7/2024 23:33,High School,Y,N,Work,Center C,190,Certified,Australia,Yes,6,No,0,11,Rejected
47650,India,10/28/2025 15:27,Diploma,Y,Y,Tourist,Center C,212,Certified,Canada,,,No,2,10,Rejected
47651,India,5/10/2024 8:53,Diploma,Y,Y,Work,Center A,57,Certified,USA,Yes,8,No,1,31,Rejected
47652,India,8/31/2024 1:23,Master's,Y,N,Business,Center B,237,Certified,UK,,,Yes,1,54,Pending
47653,India,2/2/2025 17:54,Diploma,Y,N,Work,Center C,87,Certified,Canada,Yes,2,Yes,2,31,Rejected
47654,India,8/31/2025 19:05,PhD,N,N,Work,Center B,35,Denied,UK,No,13,Yes,0,28,Pending
47655,India,7/11/2025 10:09,PhD,Y,Y,Student,Center B,192,Denied,Canada,,,Yes,0,39,Pending
47656,India,8/23/2024 3:50,Bachelor's,Y,N,Student,Center C,308,Certified,Australia,,,No,0,47,Rejected
47657,India,7/24/2025 16:14,Master's,N,N,Student,Center A,246,Certified,UK,,,No,2,28,Rejected
47658,India,2/27/2025 19:06,Bachelor's,Y,N,Business,Center C,214,Certified,Canada,,,No,2,13,Rejected
47659,India,9/20/2025 18:51,High School,Y,Y,Business,Center B,82,Certified,Australia,,,No,2,16,Rejected
47660,India,8/12/2024 16:05,Master's,Y,N,Student,Center C,146,Certified,Singapore,,,Yes,0,27,Pending
47661,India,10/5/2024 21:35,Diploma,Y,N,Tourist,Center B,104,Certified,Singapore,,,Yes,1,9,Approved
47662,India,5/12/2025 12:49,Master's,Y,N,Work,Center D,212,Certified,UAE,Yes,8,Yes,0,57,Pending
47663,India,1/9/2024 0:13,Master's,Y,Y,Tourist,Center C,256,Certified,Singapore,,,No,1,10,Rejected
47664,India,1/16/2025 23:09,High School,Y,Y,Student,Center B,202,Certified,USA,,,Yes,1,45,Pending
47665,India,3/4/2024 19:13,Master's,Y,N,Work,Center B,280,Certified,Germany,No,13,No,1,51,Rejected
47666,India,8/30/2025 5:38,High School,Y,N,Student,Center C,213,Denied,Australia,,,No,2,48,Rejected
47667,India,8/13/2025 4:36,Bachelor's,N,N,Tourist,Center B,26,Certified,Australia,,,No,1,57,Rejected
47668,India,10/20/2025 12:04,PhD,Y,N,Tourist,Center C,208,Certified,USA,,,No,0,38,Rejected
47669,India,2/17/2026 5:18,PhD,Y,N,Student,Center D,144,Certified,UK,,,Yes,1,9,Approved
47670,India,12/9/2025 0:39,Master's,Y,Y,Tourist,Center B,112,Certified,Canada,,,Yes,2,15,Rejected
47671,India,2/20/2024 7:41,Bachelor's,N,Y,Student,Center C,278,Certified,UK,,,No,1,51,Rejected
47672,India,4/28/2024 21:23,Diploma,Y,Y,Student,Center B,91,Denied,Australia,,,No,2,16,Rejected
47673,India,7/19/2024 17:58,Master's,Y,Y,Tourist,Center A,111,Certified,UAE,,,Yes,1,54,Pending
47674,India,6/29/2024 12:32,Master's,Y,Y,Tourist,Center D,285,Certified,Singapore,,,No,0,39,Rejected
47675,India,4/28/2024 4:31,High School,N,Y,Student,Center A,40,Certified,Canada,,,No,1,10,Rejected
47676,India,2/27/2026 18:42,High School,Y,Y,Student,Center A,145,Denied,Singapore,,,Yes,1,23,Approved
47677,India,6/18/2025 14:41,PhD,Y,Y,Student,Center A,289,Certified,Singapore,,,Yes,0,22,Approved
47678,India,3/9/2024 22:14,PhD,N,Y,Work,Center B,185,Certified,Germany,Yes,7,Yes,2,12,Rejected
47679,India,8/21/2025 2:54,PhD,Y,Y,Tourist,Center A,27,Denied,Singapore,,,Yes,1,9,Approved
47680,India,9/1/2025 19:56,Diploma,Y,Y,Business,Center B,180,Certified,Germany,,,Yes,1,29,Pending
47681,India,7/31/2025 14:14,Bachelor's,Y,N,Tourist,Center A,289,Certified,Canada,,,No,1,37,Rejected
47682,India,3/30/2025 6:55,Diploma,Y,N,Tourist,Center C,325,Denied,Australia,,,Yes,1,28,Pending
47683,India,2/24/2024 7:20,Master's,N,N,Business,Center A,316,Certified,UAE,,,Yes,1,43,Pending
47684,India,9/19/2024 12:41,PhD,Y,N,Tourist,Center C,172,Certified,USA,,,Yes,1,44,Pending
47685,India,1/19/2026 3:26,Master's,N,N,Tourist,Center C,333,Certified,Singapore,,,No,2,25,Rejected
47686,India,12/15/2024 23:06,PhD,Y,Y,Student,Center C,27,Certified,UAE,,,Yes,0,17,Approved
47687,India,5/23/2025 16:02,Diploma,Y,N,Student,Center B,111,Denied,Singapore,,,Yes,1,13,Approved
47688,India,2/20/2025 19:56,Master's,N,N,Work,Center A,333,Certified,Singapore,Yes,2,Yes,1,43,Pending
47689,India,5/20/2025 11:41,Bachelor's,Y,N,Business,Center D,90,Certified,UK,,,No,2,36,Rejected
47690,India,9/13/2025 17:15,Bachelor's,Y,N,Tourist,Center A,201,Certified,UAE,,,No,2,15,Rejected
47691,India,7/19/2024 22:59,High School,Y,N,Business,Center C,63,Denied,UAE,,,Yes,2,19,Rejected
47692,India,1/21/2024 2:41,Master's,Y,N,Student,Center C,38,Certified,UK,,,Yes,0,24,Approved
47693,India,5/3/2025 5:37,Bachelor's,Y,Y,Business,Center D,218,Certified,USA,,,No,2,33,Rejected
47694,India,12/22/2024 5:29,Bachelor's,Y,Y,Business,Center C,61,Denied,USA,,,No,2,55,Rejected
47695,India,11/7/2024 16:26,PhD,Y,Y,Tourist,Center B,221,Certified,Germany,,,Yes,2,18,Rejected
47696,India,8/27/2025 8:20,PhD,Y,Y,Work,Center C,194,Certified,Singapore,Yes,11,No,2,11,Rejected
47697,India,5/6/2024 14:55,High School,Y,N,Work,Center B,216,Certified,USA,Yes,6,No,0,37,Rejected
47698,India,3/17/2024 5:25,High School,Y,N,Work,Center D,173,Certified,Canada,No,6,No,2,48,Rejected
47699,India,6/13/2025 17:06,High School,Y,N,Business,Center C,354,Certified,Germany,,,Yes,2,46,Rejected
47700,India,2/23/2025 11:45,Bachelor's,N,Y,Student,Center B,308,Certified,Australia,,,Yes,2,12,Rejected
47701,India,9/7/2024 8:05,Master's,N,N,Work,Center C,221,Certified,Germany,Yes,11,No,1,58,Rejected
47702,India,4/15/2024 0:57,High School,Y,Y,Business,Center C,148,Certified,Singapore,,,No,2,37,Rejected
47703,India,4/27/2025 9:30,Master's,Y,N,Business,Center C,58,Certified,UAE,,,Yes,1,37,Pending
47704,India,9/8/2024 0:45,Bachelor's,Y,N,Tourist,Center C,38,Certified,UAE,,,No,1,31,Rejected
47705,India,2/7/2024 10:34,Master's,Y,Y,Work,Center B,197,Denied,Germany,Yes,11,No,0,17,Rejected
47706,India,4/17/2025 2:44,Master's,Y,N,Work,Center B,33,Certified,UK,No,1,Yes,0,44,Pending
47707,India,10/28/2025 0:58,PhD,N,N,Business,Center A,35,Certified,Singapore,,,Yes,2,26,Rejected
47708,India,4/16/2025 23:56,Diploma,N,N,Work,Center A,322,Certified,USA,Yes,12,Yes,0,55,Pending
47709,India,8/24/2025 22:55,PhD,N,Y,Tourist,Center B,277,Denied,UAE,,,Yes,1,36,Pending
47710,India,8/18/2024 8:43,PhD,Y,N,Tourist,Center D,307,Certified,UAE,,,No,1,18,Rejected
47711,India,9/30/2025 12:58,Diploma,N,N,Work,Center A,151,Certified,Canada,Yes,11,No,0,9,Rejected
47712,India,5/28/2025 12:46,Diploma,Y,Y,Business,Center B,356,Certified,Singapore,,,Yes,0,58,Pending
47713,India,4/13/2025 1:35,PhD,Y,N,Student,Center A,174,Certified,USA,,,Yes,1,24,Approved
47714,India,8/2/2025 15:17,Diploma,Y,N,Student,Center D,72,Certified,Singapore,,,Yes,1,17,Approved
47715,India,5/9/2024 2:49,Bachelor's,Y,Y,Student,Center A,108,Denied,UAE,,,No,0,58,Rejected
47716,India,12/8/2024 15:24,PhD,Y,N,Work,Center A,341,Denied,UK,Yes,9,Yes,2,29,Rejected
47717,India,3/13/2024 0:37,PhD,Y,N,Work,Center D,245,Certified,UAE,No,4,No,0,49,Rejected
47718,India,11/29/2025 4:41,Master's,N,Y,Student,Center A,9,Certified,USA,,,Yes,1,50,Pending
47719,India,5/2/2024 9:55,Diploma,N,N,Student,Center A,165,Certified,Canada,,,Yes,2,27,Rejected
47720,India,11/13/2025 16:50,PhD,Y,N,Student,Center D,296,Certified,USA,,,No,2,56,Rejected
47721,India,8/27/2024 7:26,High School,N,N,Business,Center C,329,Certified,Singapore,,,Yes,1,29,Pending
47722,India,9/5/2025 3:54,High School,Y,N,Tourist,Center B,342,Certified,Singapore,,,Yes,1,34,Pending
47723,India,3/17/2025 2:14,Bachelor's,Y,N,Tourist,Center B,323,Certified,UK,,,No,2,59,Rejected
47724,India,4/17/2025 2:29,Bachelor's,Y,Y,Student,Center C,219,Certified,Canada,,,Yes,0,35,Pending
47725,India,12/21/2024 6:45,Master's,N,N,Tourist,Center B,12,Certified,USA,,,No,2,51,Rejected
47726,India,6/20/2024 11:19,Master's,N,N,Business,Center A,160,Certified,UK,,,No,0,44,Rejected
47727,India,5/22/2024 0:51,PhD,N,N,Tourist,Center A,358,Certified,UK,,,Yes,0,24,Approved
47728,India,1/27/2024 5:58,Master's,Y,Y,Work,Center A,249,Certified,Germany,No,2,Yes,1,21,Approved
47729,India,6/18/2025 12:03,Bachelor's,Y,N,Business,Center D,192,Denied,UAE,,,Yes,0,47,Pending
47730,India,12/4/2025 12:04,High School,N,Y,Tourist,Center D,354,Certified,Singapore,,,Yes,1,8,Approved
47731,India,4/29/2025 15:25,High School,Y,N,Business,Center B,153,Certified,Canada,,,No,1,25,Rejected
47732,India,9/5/2025 0:00,Master's,N,N,Business,Center A,331,Certified,Canada,,,Yes,2,43,Rejected
47733,India,10/6/2024 20:41,Bachelor's,Y,N,Business,Center A,116,Certified,UAE,,,Yes,1,23,Approved
47734,India,1/22/2026 0:32,Bachelor's,Y,N,Work,Center D,342,Certified,Singapore,No,13,Yes,1,52,Pending
47735,India,6/21/2024 19:32,PhD,Y,N,Work,Center D,36,Certified,Singapore,Yes,11,No,0,57,Rejected
47736,India,11/15/2025 19:38,High School,N,N,Student,Center A,291,Certified,USA,,,Yes,2,21,Rejected
47737,India,11/18/2024 2:10,High School,Y,N,Tourist,Center A,168,Certified,Germany,,,No,0,50,Rejected
47738,India,5/26/2024 0:25,Bachelor's,N,Y,Student,Center A,187,Certified,Canada,,,Yes,0,57,Pending
47739,India,8/6/2025 6:33,Diploma,N,Y,Work,Center B,304,Certified,UK,No,1,No,0,17,Rejected
47740,India,1/27/2024 8:18,Bachelor's,N,Y,Business,Center B,354,Certified,Canada,,,No,1,40,Rejected
47741,India,6/13/2024 2:38,Bachelor's,N,Y,Business,Center D,55,Certified,Germany,,,Yes,2,34,Rejected
47742,India,10/1/2025 4:21,Bachelor's,Y,N,Business,Center D,289,Certified,UAE,,,No,2,39,Rejected
47743,India,2/24/2026 1:11,PhD,Y,N,Business,Center A,308,Certified,Australia,,,Yes,2,46,Rejected
47744,India,8/6/2025 22:35,Master's,N,N,Tourist,Center C,356,Certified,UAE,,,Yes,0,47,Pending
47745,India,3/12/2025 6:38,Master's,N,N,Student,Center A,188,Certified,UK,,,No,1,29,Rejected
47746,India,9/16/2025 7:11,Bachelor's,Y,Y,Student,Center C,83,Certified,Canada,,,No,1,20,Rejected
47747,India,4/16/2024 23:49,PhD,Y,N,Student,Center C,252,Certified,UAE,,,No,1,36,Rejected
47748,India,6/4/2025 0:42,High School,Y,N,Work,Center D,74,Certified,UK,Yes,1,Yes,0,23,Approved
47749,India,4/8/2024 13:42,Bachelor's,Y,Y,Student,Center A,203,Certified,Singapore,,,Yes,2,27,Rejected
47750,India,2/26/2024 3:33,PhD,Y,N,Student,Center A,242,Certified,USA,,,Yes,1,46,Pending
47751,India,8/3/2025 1:42,Bachelor's,Y,N,Business,Center C,144,Certified,UK,,,Yes,2,37,Rejected
47752,India,2/11/2025 17:21,Master's,Y,Y,Tourist,Center B,16,Certified,Canada,,,Yes,1,43,Pending
47753,India,2/13/2024 22:32,Master's,Y,N,Work,Center C,25,Certified,USA,No,0,No,2,17,Rejected
47754,India,4/27/2025 12:15,Master's,Y,N,Work,Center B,325,Certified,USA,No,7,Yes,1,20,Approved
47755,India,12/9/2024 10:42,High School,N,N,Tourist,Center C,218,Certified,USA,,,No,1,41,Rejected
47756,India,10/19/2025 4:41,High School,Y,N,Student,Center A,175,Certified,Australia,,,No,2,22,Rejected
47757,India,9/23/2025 1:40,Diploma,Y,Y,Student,Center A,189,Certified,Australia,,,Yes,0,16,Approved
47758,India,1/6/2026 1:41,High School,Y,Y,Tourist,Center B,273,Certified,USA,,,No,0,55,Rejected
47759,India,8/29/2024 1:49,Master's,Y,Y,Tourist,Center A,292,Certified,UAE,,,Yes,2,23,Rejected
47760,India,10/26/2024 0:33,Diploma,N,Y,Work,Center A,201,Certified,UAE,No,4,Yes,0,15,Approved
47761,India,1/29/2024 3:43,PhD,N,Y,Tourist,Center D,346,Certified,UAE,,,No,2,40,Rejected
47762,India,3/6/2024 12:39,Diploma,Y,N,Student,Center C,327,Certified,Canada,,,No,1,42,Rejected
47763,India,1/22/2024 11:09,High School,Y,N,Student,Center B,356,Certified,USA,,,No,2,10,Rejected
47764,India,8/21/2024 18:42,Diploma,N,N,Business,Center D,317,Certified,UAE,,,No,0,9,Rejected
47765,India,2/25/2026 1:17,Bachelor's,Y,Y,Student,Center A,238,Certified,USA,,,Yes,0,28,Pending
47766,India,9/10/2025 15:11,Diploma,Y,N,Business,Center C,83,Certified,UK,,,No,1,50,Rejected
47767,India,1/8/2025 19:01,High School,Y,Y,Work,Center A,265,Certified,UAE,No,1,No,2,59,Rejected
47768,India,6/22/2024 3:16,Master's,Y,N,Student,Center D,195,Certified,UK,,,No,0,38,Rejected
47769,India,10/25/2025 2:30,Bachelor's,N,N,Tourist,Center A,57,Certified,UK,,,Yes,1,18,Approved
47770,India,10/15/2025 19:42,High School,Y,N,Work,Center C,19,Certified,UAE,Yes,6,Yes,0,33,Pending
47771,India,3/15/2024 16:14,Master's,N,Y,Work,Center A,41,Certified,Germany,No,3,Yes,1,24,Approved
47772,India,7/12/2025 23:59,Bachelor's,Y,N,Work,Center B,114,Certified,UK,No,8,No,2,18,Rejected
47773,India,5/3/2024 11:03,Bachelor's,N,N,Student,Center C,260,Certified,UAE,,,Yes,2,19,Rejected
47774,India,10/23/2024 21:18,Diploma,Y,N,Tourist,Center B,282,Certified,Singapore,,,No,2,24,Rejected
47775,India,5/28/2024 20:40,Diploma,Y,N,Work,Center D,36,Certified,UK,Yes,9,Yes,2,58,Rejected
47776,India,3/29/2024 3:02,Diploma,Y,N,Work,Center C,231,Certified,Canada,Yes,1,Yes,0,59,Pending
47777,India,10/25/2024 9:21,PhD,Y,Y,Work,Center C,270,Certified,Australia,Yes,10,No,2,33,Rejected
47778,India,10/29/2025 11:10,High School,Y,N,Tourist,Center A,184,Certified,Australia,,,Yes,2,46,Rejected
47779,India,4/23/2025 20:37,High School,Y,N,Business,Center A,256,Certified,Australia,,,Yes,0,11,Approved
47780,India,9/29/2024 19:51,High School,Y,Y,Tourist,Center B,22,Certified,Singapore,,,No,0,59,Rejected
47781,India,2/12/2026 15:16,PhD,Y,Y,Business,Center D,335,Certified,Germany,,,No,2,19,Rejected
47782,India,9/30/2025 3:49,Bachelor's,N,N,Student,Center C,138,Certified,USA,,,No,0,57,Rejected
47783,India,12/2/2024 16:50,High School,N,N,Tourist,Center B,55,Certified,UK,,,No,0,27,Rejected
47784,India,5/15/2024 12:32,Master's,N,Y,Business,Center D,105,Denied,Singapore,,,Yes,1,25,Pending
47785,India,9/2/2024 0:33,PhD,N,N,Business,Center D,261,Certified,Canada,,,Yes,0,19,Approved
47786,India,12/1/2024 19:21,PhD,N,N,Student,Center C,353,Certified,Germany,,,Yes,1,13,Approved
47787,India,4/16/2025 7:03,Master's,Y,Y,Business,Center B,122,Certified,Singapore,,,No,0,33,Rejected
47788,India,10/16/2024 5:24,Diploma,Y,N,Tourist,Center C,41,Certified,Australia,,,No,1,12,Rejected
47789,India,5/24/2025 16:57,PhD,N,N,Student,Center A,32,Certified,Germany,,,No,0,13,Rejected
47790,India,5/9/2024 2:31,PhD,N,Y,Student,Center C,211,Certified,Singapore,,,Yes,0,25,Pending
47791,India,4/8/2024 4:56,PhD,Y,N,Student,Center C,164,Certified,Canada,,,No,2,53,Rejected
47792,India,11/3/2024 15:40,Master's,Y,N,Business,Center B,114,Certified,UAE,,,Yes,1,35,Pending
47793,India,8/17/2024 15:29,Master's,Y,Y,Business,Center A,327,Certified,Germany,,,Yes,1,41,Pending
47794,India,3/4/2025 10:11,Master's,Y,Y,Work,Center A,25,Certified,Australia,Yes,3,No,0,56,Rejected
47795,India,1/30/2024 2:57,High School,Y,Y,Student,Center D,232,Certified,USA,,,No,1,33,Rejected
47796,India,1/20/2025 10:44,Master's,Y,Y,Work,Center D,86,Certified,Singapore,Yes,12,No,2,7,Rejected
47797,India,8/13/2025 14:07,High School,Y,N,Tourist,Center D,77,Certified,Australia,,,Yes,1,57,Pending
47798,India,3/4/2025 2:42,High School,Y,N,Work,Center A,42,Denied,Singapore,Yes,10,Yes,1,36,Pending
47799,India,12/4/2024 21:04,Bachelor's,N,Y,Student,Center D,80,Certified,Australia,,,No,2,15,Rejected
47800,India,4/8/2024 17:58,Diploma,N,N,Work,Center C,57,Certified,Australia,Yes,11,Yes,1,58,Pending
47801,India,5/14/2024 10:10,Bachelor's,Y,N,Student,Center A,256,Certified,Singapore,,,Yes,1,11,Approved
47802,India,6/5/2024 14:27,High School,N,N,Business,Center A,217,Certified,Germany,,,No,1,30,Rejected
47803,India,7/19/2024 12:21,PhD,Y,Y,Business,Center C,8,Certified,Canada,,,No,0,21,Rejected
47804,India,9/26/2024 18:33,Bachelor's,Y,Y,Work,Center A,291,Certified,Australia,Yes,14,Yes,2,7,Rejected
47805,India,10/20/2025 4:52,PhD,Y,N,Business,Center D,126,Certified,UAE,,,No,2,26,Rejected
47806,India,9/2/2025 13:14,Bachelor's,Y,N,Tourist,Center C,61,Certified,Germany,,,Yes,2,9,Rejected
47807,India,2/3/2026 13:24,Master's,Y,N,Work,Center A,244,Certified,Canada,Yes,1,No,1,12,Rejected
47808,India,4/13/2024 0:29,Diploma,Y,Y,Student,Center B,216,Certified,USA,,,No,1,31,Rejected
47809,India,2/17/2024 16:20,Bachelor's,Y,N,Work,Center C,361,Certified,Australia,Yes,12,No,1,49,Rejected
47810,India,10/13/2024 22:12,Master's,Y,Y,Student,Center D,173,Certified,UK,,,Yes,2,59,Rejected
47811,India,5/22/2025 16:59,Master's,N,Y,Student,Center B,263,Certified,Germany,,,Yes,1,10,Approved
47812,India,10/1/2025 3:31,Bachelor's,N,Y,Business,Center C,178,Certified,UAE,,,No,0,24,Rejected
47813,India,10/12/2024 16:19,High School,N,Y,Tourist,Center A,70,Certified,USA,,,Yes,1,38,Pending
47814,India,2/9/2024 7:15,Diploma,N,Y,Business,Center B,327,Certified,USA,,,No,2,9,Rejected
47815,India,11/18/2025 16:46,Master's,N,N,Student,Center B,288,Denied,USA,,,Yes,0,7,Approved
47816,India,6/23/2024 18:10,Bachelor's,Y,Y,Student,Center B,244,Certified,Germany,,,No,1,53,Rejected
47817,India,5/14/2025 23:06,Master's,N,N,Tourist,Center C,271,Certified,Canada,,,No,0,14,Rejected
47818,India,12/3/2024 17:59,High School,Y,Y,Student,Center A,323,Certified,UK,,,Yes,0,15,Approved
47819,India,5/14/2024 20:41,PhD,N,Y,Business,Center D,257,Certified,UAE,,,Yes,1,12,Approved
47820,India,2/26/2026 22:49,Diploma,Y,N,Work,Center C,247,Certified,Canada,Yes,6,No,0,50,Rejected
47821,India,1/3/2026 21:15,PhD,Y,Y,Tourist,Center C,122,Certified,Australia,,,No,2,30,Rejected
47822,India,3/9/2025 10:47,Diploma,N,N,Tourist,Center C,183,Certified,UK,,,Yes,2,17,Rejected
47823,India,6/24/2025 11:58,High School,Y,Y,Business,Center C,22,Certified,Canada,,,Yes,1,28,Pending
47824,India,6/12/2025 10:23,Bachelor's,Y,N,Student,Center C,329,Certified,Australia,,,Yes,1,51,Pending
47825,India,5/1/2025 14:38,High School,Y,N,Student,Center B,78,Certified,Singapore,,,Yes,2,30,Rejected
47826,India,12/27/2024 4:48,Diploma,Y,N,Tourist,Center A,66,Certified,UK,,,No,0,19,Rejected
47827,India,1/16/2026 21:44,PhD,Y,N,Business,Center C,227,Certified,Germany,,,Yes,0,14,Approved
47828,India,11/9/2025 21:27,PhD,Y,N,Work,Center D,130,Certified,UAE,Yes,2,No,0,32,Rejected
47829,India,2/2/2026 7:17,Diploma,Y,N,Business,Center B,56,Certified,Singapore,,,Yes,1,43,Pending
47830,India,10/1/2024 7:01,Bachelor's,Y,N,Student,Center D,224,Certified,UAE,,,No,0,11,Rejected
47831,India,9/21/2024 5:06,PhD,Y,N,Work,Center B,158,Certified,Australia,No,6,Yes,2,13,Rejected
47832,India,6/22/2024 22:01,Bachelor's,Y,Y,Business,Center B,356,Denied,Canada,,,No,1,10,Rejected
47833,India,12/1/2024 2:21,High School,Y,N,Business,Center D,282,Certified,UK,,,No,0,24,Rejected
47834,India,11/21/2025 14:07,Diploma,N,Y,Business,Center D,187,Certified,Australia,,,Yes,1,54,Pending
47835,India,4/29/2025 1:05,PhD,Y,Y,Business,Center B,42,Certified,Australia,,,Yes,2,28,Rejected
47836,India,6/12/2025 16:30,PhD,Y,N,Student,Center C,236,Certified,Germany,,,Yes,2,32,Rejected
47837,India,6/13/2025 13:22,High School,Y,N,Student,Center C,333,Certified,Australia,,,Yes,2,18,Rejected
47838,India,7/27/2025 6:46,High School,Y,N,Tourist,Center C,189,Certified,UK,,,Yes,1,43,Pending
47839,India,9/28/2024 22:37,PhD,N,Y,Tourist,Center A,50,Certified,USA,,,Yes,1,37,Pending
47840,India,5/17/2025 15:16,PhD,Y,N,Work,Center B,193,Certified,UK,No,3,Yes,0,50,Pending
47841,India,6/19/2025 9:02,Bachelor's,Y,N,Tourist,Center C,75,Denied,UK,,,No,2,34,Rejected
47842,India,8/26/2024 15:31,PhD,Y,N,Work,Center B,303,Certified,Germany,No,6,Yes,2,30,Rejected
47843,India,5/7/2024 9:31,Diploma,Y,N,Work,Center A,75,Denied,Germany,No,4,No,0,11,Rejected
47844,India,8/17/2024 20:55,Diploma,Y,Y,Business,Center A,288,Denied,UAE,,,Yes,0,34,Pending
47845,India,8/17/2025 1:36,Bachelor's,Y,Y,Business,Center B,176,Denied,Singapore,,,No,0,14,Rejected
47846,India,3/14/2025 17:28,Bachelor's,N,Y,Business,Center C,349,Certified,UAE,,,Yes,1,53,Pending
47847,India,12/31/2025 15:07,High School,Y,Y,Tourist,Center D,313,Certified,Australia,,,No,0,43,Rejected
47848,India,6/28/2024 23:57,High School,Y,N,Work,Center B,333,Certified,UAE,No,0,Yes,1,36,Pending
47849,India,7/31/2025 6:00,Diploma,Y,N,Business,Center D,299,Certified,Germany,,,No,2,54,Rejected
47850,India,12/26/2025 18:47,Diploma,Y,Y,Tourist,Center B,277,Certified,Australia,,,No,0,7,Rejected
47851,India,6/24/2024 11:43,High School,Y,N,Work,Center B,198,Denied,USA,Yes,2,Yes,0,49,Pending
47852,India,12/14/2024 1:55,Bachelor's,Y,N,Work,Center D,54,Certified,Canada,No,1,Yes,2,21,Rejected
47853,India,1/1/2025 8:43,PhD,Y,N,Business,Center C,267,Denied,Germany,,,No,2,15,Rejected
47854,India,10/31/2024 13:08,Master's,Y,Y,Student,Center A,233,Certified,Singapore,,,No,2,48,Rejected
47855,India,1/6/2024 19:55,Master's,N,Y,Business,Center C,334,Certified,Germany,,,Yes,0,52,Pending
47856,India,10/12/2025 1:15,Diploma,Y,N,Tourist,Center D,82,Certified,USA,,,Yes,2,29,Rejected
47857,India,4/29/2024 9:31,Master's,N,Y,Tourist,Center A,267,Certified,Singapore,,,No,2,51,Rejected
47858,India,7/3/2025 3:08,Master's,Y,Y,Tourist,Center D,249,Certified,Germany,,,No,0,15,Rejected
47859,India,10/12/2025 17:31,Bachelor's,Y,N,Business,Center A,29,Certified,UAE,,,Yes,1,11,Approved
47860,India,9/17/2025 22:42,Master's,Y,N,Tourist,Center D,179,Certified,UAE,,,No,2,27,Rejected
47861,India,6/4/2024 11:51,Diploma,Y,Y,Business,Center A,266,Certified,UAE,,,No,0,13,Rejected
47862,India,5/12/2024 10:23,Bachelor's,Y,N,Student,Center B,215,Denied,USA,,,Yes,0,48,Pending
47863,India,1/23/2025 16:41,Bachelor's,Y,Y,Business,Center D,87,Certified,Australia,,,No,1,23,Rejected
47864,India,7/24/2024 19:04,Master's,Y,N,Business,Center B,207,Certified,Germany,,,Yes,0,8,Approved
47865,India,4/19/2025 3:07,PhD,Y,Y,Student,Center C,44,Certified,Germany,,,Yes,1,47,Pending
47866,India,5/6/2025 11:44,Bachelor's,Y,N,Business,Center D,207,Certified,UAE,,,No,0,33,Rejected
47867,India,2/12/2024 15:52,High School,Y,Y,Student,Center D,272,Certified,Australia,,,Yes,1,31,Pending
47868,India,1/23/2025 9:08,PhD,Y,N,Student,Center A,117,Certified,Germany,,,Yes,1,46,Pending
47869,India,9/9/2025 16:52,Diploma,Y,N,Tourist,Center B,147,Denied,UK,,,Yes,0,59,Pending
47870,India,4/8/2024 12:55,Diploma,Y,N,Business,Center D,255,Certified,USA,,,Yes,2,48,Rejected
