case_number,employer_name,job_title,salary,case_received_date,decision_date,case_status,work_city,work_state
CASE102637,GlobalSoft,Consultant,56482,2019-10-12,2020-05-29,Denied,Mumbai,TS
CASE102638,GlobalSoft,Consultant,73948,2019-05-01,2020-01-19,Denied,Hyderabad,KA
CASE102639,DataWorks,Software Engineer,129987,2020-09-18,2020-10-18,Approved,Chennai,TS
CASE102640,GlobalSoft,Project Manager,60875,2021-12-31,2023-01-13,Denied,Chennai,TN
CASE102641,GlobalSoft,Data Analyst,53057,2023-01-14,2020-01-17,Approved,Hyderabad,KA
CASE102642,NextGen,AI Engineer,72400,2019-06-27,2020-10-11,Approved,Hyderabad,KA
CASE102643,InfoSys,Project Manager,108607,2018-10-20,2023-05-24,Approved,Bangalore,MH
CASE102644,NextGen,Software Engineer,127561,2022-07-02,2020-07-14,Approved,Bangalore,TN
CASE102645,NextGen,Consultant,67503,2021-07-31,2021-04-21,Approved,Hyderabad,KA
CASE102646,TechCorp,Data Analyst,141096,2019-11-02,2022-12-12,Pending,Chennai,KA
CASE102647,NextGen,Project Manager,86612,2020-04-17,2022-01-29,Approved,Mumbai,TS
CASE102648,DataWorks,AI Engineer,138318,2020-11-03,2022-07-04,Approved,Chennai,KA
CASE102649,DataWorks,Software Engineer,124335,2019-09-26,2021-04-17,Approved,Mumbai,KA
CASE102650,TechCorp,Software Engineer,140989,2022-10-17,2019-07-26,Approved,Hyderabad,KA
CASE102651,InfoSys,Project Manager,133012,2018-09-29,2019-10-27,Approved,Mumbai,KA
CASE102652,InfoSys,AI Engineer,121748,2020-11-14,2021-10-11,Approved,Bangalore,MH
CASE102653,NextGen,Software Engineer,105195,2023-05-13,2019-12-29,Approved,Hyderabad,TN
CASE102654,NextGen,Data Analyst,129846,2018-11-18,2023-06-06,Approved,Pune,MH
CASE102655,NextGen,Software Engineer,142404,2020-03-16,2023-11-23,Approved,Mumbai,TS
CASE102656,InfoSys,AI Engineer,79142,2022-09-01,2022-06-23,Denied,Mumbai,AP
CASE102657,GlobalSoft,Consultant,111540,2021-01-31,2019-06-12,Approved,Pune,KA
CASE102658,DataWorks,Consultant,116948,2023-03-05,2020-01-22,Denied,Pune,TS
CASE102659,GlobalSoft,Project Manager,98951,2020-06-01,2022-12-10,Approved,Hyderabad,AP
CASE102660,GlobalSoft,AI Engineer,51755,2020-11-29,2021-10-25,Approved,Chennai,KA
CASE102661,InfoSys,Software Engineer,157985,2018-08-23,2018-12-04,Approved,Pune,KA
CASE102662,GlobalSoft,Software Engineer,124553,2020-04-11,2020-07-02,Approved,Mumbai,AP
CASE102663,TechCorp,Consultant,174962,2021-01-17,2021-07-18,Approved,Pune,MH
CASE102664,NextGen,Consultant,134376,2021-01-28,2018-10-10,Pending,Hyderabad,AP
CASE102665,TechCorp,Data Analyst,57175,2018-05-24,2020-08-23,Approved,Hyderabad,AP
CASE102666,DataWorks,Consultant,105687,2021-01-10,2021-06-27,Pending,Mumbai,TN
CASE102667,NextGen,Data Analyst,124983,2019-08-12,2022-11-18,Approved,Mumbai,KA
CASE102668,GlobalSoft,Software Engineer,86629,2022-05-14,2022-11-03,Approved,Mumbai,KA
CASE102669,DataWorks,Data Analyst,156779,2018-08-17,2020-12-18,Approved,Chennai,MH
CASE102670,NextGen,Data Analyst,108513,2022-06-15,2019-06-08,Approved,Mumbai,MH
CASE102671,GlobalSoft,Project Manager,122762,2023-03-05,2020-09-15,Pending,Hyderabad,TN
CASE102672,TechCorp,Consultant,172731,2021-11-19,2023-08-14,Denied,Hyderabad,TN
CASE102673,NextGen,Data Analyst,97941,2022-03-17,2022-11-13,Denied,Pune,TN
CASE102674,GlobalSoft,Software Engineer,83473,2022-12-10,2021-04-22,Approved,Mumbai,MH
CASE102675,TechCorp,AI Engineer,56040,2022-12-27,2020-10-18,Approved,Chennai,AP
CASE102676,DataWorks,Data Analyst,109806,2021-05-05,2023-12-20,Pending,Bangalore,KA
CASE102677,DataWorks,Consultant,152076,2018-10-01,2020-08-14,Approved,Pune,KA
CASE102678,DataWorks,Project Manager,95916,2019-08-13,2023-09-21,Denied,Chennai,TS
CASE102679,DataWorks,Software Engineer,173363,2019-10-15,2021-05-24,Approved,Mumbai,MH
CASE102680,InfoSys,Project Manager,43811,2022-12-29,2020-08-19,Pending,Chennai,MH
CASE102681,NextGen,AI Engineer,71276,2019-08-06,2023-05-10,Denied,Bangalore,TN
CASE102682,NextGen,Data Analyst,121049,2020-08-25,2021-04-03,Pending,Chennai,TS
CASE102683,InfoSys,Data Analyst,113062,2022-05-05,2020-02-26,Approved,Bangalore,TS
CASE102684,GlobalSoft,Consultant,94499,2023-06-14,2020-12-20,Approved,Bangalore,MH
CASE102685,GlobalSoft,Data Analyst,86281,2019-01-07,2019-05-01,Approved,Bangalore,TN
CASE102686,DataWorks,Software Engineer,84852,2023-03-20,2018-10-16,Denied,Chennai,KA
CASE102687,TechCorp,AI Engineer,44595,2021-01-08,2019-04-06,Denied,Mumbai,TN
CASE102688,GlobalSoft,Project Manager,135930,2021-06-12,2023-06-18,Approved,Hyderabad,KA
CASE102689,TechCorp,AI Engineer,132676,2021-08-03,2023-06-27,Approved,Hyderabad,MH
CASE102690,NextGen,Data Analyst,59405,2020-03-29,2019-11-08,Approved,Chennai,TN
CASE102691,TechCorp,Project Manager,98122,2022-08-18,2019-04-22,Denied,Mumbai,TS
CASE102692,NextGen,Consultant,168909,2019-07-26,2021-02-16,Approved,Hyderabad,AP
CASE102693,InfoSys,AI Engineer,43447,2019-06-29,2018-08-13,Approved,Bangalore,TS
CASE102694,InfoSys,Project Manager,50662,2021-12-31,2022-01-07,Approved,Chennai,KA
CASE102695,DataWorks,Project Manager,98282,2018-05-07,2021-03-21,Approved,Chennai,MH
CASE102696,GlobalSoft,Project Manager,175971,2020-01-03,2021-03-15,Pending,Pune,TN
CASE102697,DataWorks,Software Engineer,68582,2022-10-02,2018-08-14,Approved,Pune,MH
CASE102698,NextGen,AI Engineer,107471,2019-02-21,2023-10-15,Approved,Pune,MH
CASE102699,DataWorks,Project Manager,163513,2019-09-30,2023-11-15,Approved,Mumbai,KA
CASE102700,TechCorp,AI Engineer,147578,2018-02-10,2019-11-06,Approved,Chennai,MH
CASE102701,NextGen,Project Manager,115871,2020-02-26,2020-11-30,Approved,Pune,TN
CASE102702,InfoSys,Consultant,123205,2022-02-01,2022-11-19,Approved,Chennai,TS
CASE102703,GlobalSoft,Consultant,114081,2018-10-24,2018-12-18,Approved,Bangalore,MH
CASE102704,NextGen,Consultant,145783,2022-06-09,2022-09-18,Approved,Pune,TN
CASE102705,NextGen,Data Analyst,123805,2022-06-13,2020-11-12,Denied,Chennai,TN
CASE102706,TechCorp,Project Manager,164698,2018-02-11,2019-11-11,Denied,Mumbai,KA
CASE102707,GlobalSoft,Data Analyst,178138,2019-09-24,2022-09-29,Pending,Mumbai,MH
CASE102708,InfoSys,AI Engineer,50712,2021-07-26,2020-05-10,Pending,Mumbai,KA
CASE102709,NextGen,Data Analyst,121527,2022-01-22,2018-08-07,Approved,Pune,TS
CASE102710,NextGen,AI Engineer,169453,2018-02-02,2022-03-21,Approved,Mumbai,TS
CASE102711,TechCorp,AI Engineer,166888,2021-07-23,2018-05-02,Denied,Hyderabad,TN
CASE102712,DataWorks,AI Engineer,127185,2019-10-27,2023-04-26,Approved,Bangalore,MH
CASE102713,InfoSys,Data Analyst,139851,2021-01-18,2022-05-30,Approved,Chennai,TN
CASE102714,GlobalSoft,Project Manager,52210,2019-09-08,2021-12-09,Approved,Hyderabad,MH
CASE102715,NextGen,Data Analyst,76972,2020-08-05,2018-07-24,Approved,Pune,KA
CASE102716,NextGen,Project Manager,74136,2022-03-28,2022-09-23,Approved,Chennai,TS
CASE102717,InfoSys,Project Manager,156445,2018-06-09,2019-05-19,Approved,Chennai,TS
CASE102718,DataWorks,AI Engineer,55945,2023-05-07,2023-05-19,Approved,Mumbai,KA
CASE102719,NextGen,Data Analyst,119180,2019-04-03,2018-10-27,Denied,Chennai,AP
CASE102720,InfoSys,Project Manager,110453,2022-09-28,2023-09-06,Approved,Chennai,AP
CASE102721,TechCorp,Consultant,125404,2019-02-03,2019-12-25,Pending,Bangalore,AP
CASE102722,DataWorks,Project Manager,43052,2023-01-17,2019-02-10,Approved,Pune,MH
CASE102723,GlobalSoft,Consultant,67272,2022-12-03,2021-12-16,Approved,Hyderabad,KA
CASE102724,NextGen,Data Analyst,81150,2021-01-19,2023-10-15,Approved,Mumbai,MH
CASE102725,InfoSys,Data Analyst,178312,2022-09-29,2021-06-19,Approved,Bangalore,MH
CASE102726,TechCorp,Data Analyst,137095,2019-08-04,2023-06-25,Approved,Hyderabad,KA
CASE102727,GlobalSoft,Project Manager,108774,2022-01-29,2018-06-13,Approved,Hyderabad,MH
CASE102728,InfoSys,Software Engineer,83175,2018-08-08,2020-08-11,Denied,Bangalore,KA
CASE102729,InfoSys,Project Manager,171637,2021-12-13,2019-12-21,Denied,Mumbai,AP
CASE102730,GlobalSoft,Project Manager,56375,2019-01-14,2022-09-28,Approved,Pune,AP
CASE102731,TechCorp,AI Engineer,65710,2022-10-16,2023-08-22,Approved,Bangalore,MH
CASE102732,TechCorp,AI Engineer,147026,2020-07-18,2023-03-18,Approved,Bangalore,TS
CASE102733,DataWorks,Project Manager,67597,2022-01-10,2020-05-20,Approved,Bangalore,KA
CASE102734,NextGen,Consultant,114289,2020-08-21,2020-10-14,Approved,Mumbai,TN
CASE102735,GlobalSoft,AI Engineer,125687,2021-03-15,2022-01-31,Pending,Bangalore,TN
CASE102736,GlobalSoft,Project Manager,158968,2018-08-21,2020-05-18,Approved,Bangalore,MH
CASE102737,GlobalSoft,Software Engineer,80274,2021-10-26,2022-01-21,Denied,Chennai,TS
CASE102738,TechCorp,Consultant,88634,2020-07-10,2020-02-17,Approved,Chennai,KA
CASE102739,NextGen,Data Analyst,70041,2018-08-22,2020-09-22,Denied,Chennai,AP
CASE102740,DataWorks,Project Manager,178320,2019-12-27,2023-05-11,Approved,Chennai,MH
CASE102741,InfoSys,Project Manager,125365,2019-01-02,2023-08-31,Denied,Bangalore,KA
CASE102742,InfoSys,Consultant,173275,2019-04-26,2018-06-24,Denied,Chennai,KA
CASE102743,GlobalSoft,AI Engineer,91986,2022-05-16,2023-02-24,Approved,Hyderabad,KA
CASE102744,NextGen,AI Engineer,65370,2021-10-18,2020-02-04,Approved,Pune,TS
CASE102745,TechCorp,AI Engineer,75247,2019-08-13,2019-07-12,Pending,Chennai,KA
CASE102746,NextGen,Data Analyst,164403,2022-03-15,2021-12-12,Denied,Mumbai,TS
CASE102747,NextGen,Consultant,159544,2021-01-23,2021-02-22,Approved,Pune,TS
CASE102748,TechCorp,Consultant,171506,2023-02-09,2019-04-05,Approved,Hyderabad,KA
CASE102749,GlobalSoft,AI Engineer,102982,2018-08-04,2020-12-26,Approved,Pune,AP
CASE102750,NextGen,AI Engineer,105180,2019-12-26,2021-12-17,Approved,Pune,KA
CASE102751,InfoSys,Software Engineer,148534,2023-01-14,2022-06-15,Approved,Hyderabad,AP
CASE102752,TechCorp,Software Engineer,64644,2019-12-13,2023-04-12,Approved,Chennai,MH
CASE102753,DataWorks,Project Manager,78493,2023-03-03,2022-12-15,Approved,Hyderabad,TN
CASE102754,GlobalSoft,Project Manager,123824,2022-04-16,2019-07-02,Denied,Mumbai,MH
CASE102755,TechCorp,Consultant,175031,2022-12-31,2021-12-01,Denied,Hyderabad,TS
CASE102756,DataWorks,Consultant,87289,2023-02-22,2018-07-14,Approved,Bangalore,MH
CASE102757,DataWorks,Data Analyst,75481,2020-09-11,2023-10-04,Denied,Bangalore,TN
CASE102758,NextGen,Data Analyst,117097,2021-03-04,2021-03-22,Approved,Pune,TN
CASE102759,NextGen,Software Engineer,62578,2021-01-11,2018-06-08,Approved,Chennai,AP
CASE102760,NextGen,Project Manager,112048,2019-01-26,2022-08-15,Pending,Chennai,MH
CASE102761,TechCorp,Software Engineer,135737,2020-12-06,2020-11-13,Approved,Bangalore,TS
CASE102762,TechCorp,Software Engineer,58687,2019-01-27,2019-09-17,Approved,Mumbai,TS
CASE102763,GlobalSoft,Project Manager,162540,2019-12-19,2021-09-24,Approved,Hyderabad,AP
CASE102764,NextGen,Data Analyst,70183,2019-01-20,2018-07-31,Approved,Hyderabad,AP
CASE102765,DataWorks,Project Manager,60758,2019-01-16,2022-06-30,Denied,Hyderabad,MH
CASE102766,InfoSys,AI Engineer,172154,2021-01-05,2020-02-13,Pending,Mumbai,AP
CASE102767,GlobalSoft,AI Engineer,136368,2021-07-06,2023-02-12,Denied,Mumbai,TN
CASE102768,TechCorp,AI Engineer,85891,2023-05-27,2023-10-22,Denied,Hyderabad,TS
CASE102769,GlobalSoft,Consultant,86901,2019-08-27,2023-06-06,Denied,Hyderabad,TN
CASE102770,GlobalSoft,Data Analyst,143912,2020-07-22,2019-09-27,Denied,Mumbai,KA
CASE102771,GlobalSoft,Data Analyst,111062,2023-05-25,2022-12-25,Approved,Hyderabad,TN
CASE102772,GlobalSoft,Consultant,112008,2019-02-03,2022-07-02,Pending,Mumbai,TS
CASE102773,InfoSys,Software Engineer,173847,2018-04-10,2018-10-20,Approved,Pune,KA
CASE102774,NextGen,AI Engineer,57974,2022-03-05,2023-11-18,Pending,Bangalore,MH
CASE102775,DataWorks,AI Engineer,120591,2019-01-18,2019-11-22,Approved,Bangalore,KA
CASE102776,GlobalSoft,Software Engineer,58615,2019-12-08,2021-09-07,Denied,Mumbai,AP
CASE102777,GlobalSoft,Project Manager,62838,2021-04-30,2020-05-01,Denied,Hyderabad,TS
CASE102778,GlobalSoft,Project Manager,80728,2022-05-23,2023-10-04,Pending,Bangalore,AP
CASE102779,NextGen,Data Analyst,156249,2023-04-09,2021-10-08,Denied,Chennai,TN
CASE102780,TechCorp,Consultant,118000,2022-11-13,2023-08-12,Approved,Hyderabad,MH
CASE102781,TechCorp,Data Analyst,92798,2022-06-14,2020-04-25,Approved,Mumbai,TS
CASE102782,InfoSys,Project Manager,176772,2021-09-30,2019-12-13,Approved,Chennai,MH
CASE102783,TechCorp,Software Engineer,50248,2018-01-10,2021-05-08,Approved,Mumbai,TS
CASE102784,GlobalSoft,Data Analyst,85291,2018-09-21,2018-02-01,Approved,Hyderabad,AP
CASE102785,GlobalSoft,AI Engineer,122629,2021-07-15,2019-10-31,Approved,Pune,TN
CASE102786,GlobalSoft,AI Engineer,165612,2020-04-11,2019-09-12,Approved,Pune,KA
CASE102787,InfoSys,Software Engineer,57177,2019-09-22,2018-08-20,Pending,Pune,MH
CASE102788,GlobalSoft,Project Manager,83815,2020-02-01,2020-10-31,Pending,Hyderabad,TS
CASE102789,TechCorp,AI Engineer,78533,2022-05-14,2021-09-04,Approved,Hyderabad,TS
CASE102790,NextGen,AI Engineer,40026,2018-07-14,2023-08-18,Approved,Chennai,MH
CASE102791,NextGen,Consultant,144997,2019-07-16,2023-01-08,Approved,Hyderabad,KA
CASE102792,DataWorks,Data Analyst,100611,2021-12-01,2018-06-05,Approved,Hyderabad,TN
CASE102793,TechCorp,Project Manager,127242,2021-08-12,2023-10-28,Approved,Chennai,TS
CASE102794,GlobalSoft,Data Analyst,144913,2023-03-29,2020-05-25,Approved,Chennai,TS
CASE102795,NextGen,Project Manager,82082,2018-04-07,2023-01-01,Approved,Mumbai,MH
CASE102796,TechCorp,AI Engineer,143613,2019-04-07,2018-07-28,Approved,Bangalore,MH
CASE102797,NextGen,Consultant,138315,2022-07-21,2022-06-23,Approved,Bangalore,TS
CASE102798,GlobalSoft,Data Analyst,129690,2020-01-28,2023-04-17,Approved,Mumbai,TS
CASE102799,NextGen,AI Engineer,135220,2018-03-28,2019-06-07,Denied,Pune,TS
CASE102800,DataWorks,Project Manager,55389,2020-09-17,2020-09-20,Denied,Hyderabad,AP
CASE102801,DataWorks,Data Analyst,131860,2018-03-18,2021-05-07,Approved,Chennai,TS
CASE102802,NextGen,Data Analyst,61797,2023-03-28,2023-07-10,Approved,Chennai,TN
CASE102803,TechCorp,AI Engineer,151975,2022-10-06,2018-10-26,Approved,Pune,TN
CASE102804,TechCorp,Data Analyst,137169,2022-02-15,2021-11-18,Approved,Chennai,KA
CASE102805,TechCorp,Consultant,106332,2021-03-15,2019-10-16,Approved,Pune,MH
CASE102806,NextGen,Consultant,178260,2019-10-23,2023-12-18,Approved,Mumbai,KA
CASE102807,TechCorp,AI Engineer,63696,2021-02-08,2023-12-15,Approved,Pune,TS
CASE102808,GlobalSoft,Project Manager,42024,2022-07-23,2020-04-28,Approved,Bangalore,MH
CASE102809,DataWorks,AI Engineer,177656,2020-02-04,2019-08-01,Denied,Pune,TS
CASE102810,GlobalSoft,Consultant,130998,2019-11-09,2019-01-02,Approved,Mumbai,MH
CASE102811,TechCorp,Software Engineer,45285,2021-08-13,2019-01-24,Approved,Pune,AP
CASE102812,GlobalSoft,Software Engineer,47370,2021-12-20,2021-12-20,Approved,Mumbai,AP
CASE102813,TechCorp,Data Analyst,57903,2022-07-31,2023-05-09,Approved,Bangalore,AP
CASE102814,NextGen,Data Analyst,137904,2020-03-01,2020-04-25,Denied,Hyderabad,KA
CASE102815,GlobalSoft,Software Engineer,62995,2021-09-19,2019-01-25,Approved,Mumbai,MH
CASE102816,NextGen,Consultant,145160,2022-03-27,2019-01-12,Approved,Hyderabad,KA
CASE102817,NextGen,Data Analyst,128377,2019-08-06,2021-03-23,Approved,Mumbai,MH
CASE102818,InfoSys,AI Engineer,77822,2019-11-02,2019-08-05,Approved,Pune,TS
CASE102819,TechCorp,AI Engineer,147412,2022-10-18,2023-04-02,Approved,Hyderabad,AP
CASE102820,DataWorks,Consultant,91222,2019-06-22,2023-05-15,Approved,Mumbai,AP
CASE102821,TechCorp,Data Analyst,134088,2022-12-27,2019-03-28,Denied,Mumbai,MH
CASE102822,DataWorks,AI Engineer,130450,2021-03-31,2019-01-01,Approved,Hyderabad,KA
CASE102823,TechCorp,Data Analyst,149366,2019-03-06,2022-04-06,Approved,Mumbai,KA
CASE102824,NextGen,Data Analyst,150078,2022-06-26,2018-03-28,Approved,Hyderabad,TN
CASE102825,GlobalSoft,AI Engineer,103853,2020-12-28,2022-09-12,Denied,Bangalore,AP
CASE102826,GlobalSoft,Software Engineer,163794,2018-05-13,2020-01-22,Pending,Chennai,AP
CASE102827,InfoSys,AI Engineer,92442,2018-07-08,2019-02-20,Denied,Bangalore,KA
CASE102828,DataWorks,Consultant,49675,2022-10-13,2020-09-06,Denied,Hyderabad,AP
CASE102829,DataWorks,Project Manager,129590,2022-11-14,2022-03-11,Pending,Pune,KA
CASE102830,DataWorks,AI Engineer,148570,2022-08-29,2022-10-16,Approved,Pune,TN
CASE102831,NextGen,Data Analyst,71661,2023-05-02,2023-09-20,Denied,Chennai,MH
CASE102832,DataWorks,Data Analyst,104289,2023-04-30,2018-10-17,Pending,Hyderabad,MH
CASE102833,GlobalSoft,AI Engineer,57184,2019-07-27,2019-02-27,Approved,Mumbai,TN
CASE102834,NextGen,Project Manager,87963,2023-03-13,2019-09-22,Approved,Bangalore,AP
CASE102835,TechCorp,AI Engineer,45267,2018-10-06,2020-12-05,Denied,Bangalore,TS
CASE102836,DataWorks,Project Manager,102814,2021-12-24,2020-02-25,Pending,Chennai,AP
CASE102837,DataWorks,Project Manager,76025,2022-07-07,2019-05-22,Denied,Chennai,KA
CASE102838,TechCorp,Consultant,161246,2019-06-26,2021-05-02,Denied,Chennai,TS
CASE102839,DataWorks,Data Analyst,117605,2023-02-02,2023-10-03,Pending,Chennai,TN
CASE102840,TechCorp,Data Analyst,172053,2021-03-30,2022-06-18,Approved,Chennai,MH
CASE102841,NextGen,Project Manager,83436,2020-01-16,2021-07-15,Approved,Chennai,MH
CASE102842,GlobalSoft,Data Analyst,117192,2020-06-17,2023-10-01,Approved,Mumbai,AP
CASE102843,TechCorp,Software Engineer,160591,2019-03-29,2023-02-15,Approved,Mumbai,MH
CASE102844,InfoSys,Project Manager,124511,2020-06-07,2022-06-01,Approved,Bangalore,AP
CASE102845,TechCorp,Data Analyst,49665,2020-04-30,2022-11-25,Approved,Bangalore,KA
CASE102846,DataWorks,Software Engineer,131277,2018-06-19,2020-01-30,Approved,Chennai,KA
CASE102847,NextGen,Consultant,92474,2020-04-09,2022-03-09,Pending,Bangalore,TN
CASE102848,NextGen,Data Analyst,115911,2019-11-29,2020-02-18,Approved,Chennai,KA
CASE102849,TechCorp,Software Engineer,132643,2020-12-16,2020-01-16,Denied,Mumbai,AP
CASE102850,GlobalSoft,AI Engineer,70484,2021-06-17,2019-07-15,Pending,Pune,MH
CASE102851,InfoSys,AI Engineer,141165,2020-02-08,2019-12-23,Approved,Mumbai,KA
CASE102852,NextGen,Software Engineer,65835,2018-12-24,2021-02-12,Approved,Hyderabad,KA
CASE102853,DataWorks,Project Manager,136453,2018-07-20,2022-05-20,Denied,Mumbai,AP
CASE102854,DataWorks,Project Manager,93790,2019-03-20,2019-06-04,Denied,Hyderabad,KA
CASE102855,GlobalSoft,Data Analyst,49643,2023-02-04,2018-02-04,Approved,Bangalore,MH
CASE102856,NextGen,AI Engineer,115846,2020-04-06,2018-04-16,Approved,Mumbai,MH
CASE102857,TechCorp,Project Manager,53200,2021-08-18,2021-07-30,Approved,Pune,MH
CASE102858,DataWorks,Project Manager,92275,2021-02-03,2023-09-16,Approved,Mumbai,MH
CASE102859,GlobalSoft,AI Engineer,129001,2022-12-31,2019-05-18,Approved,Mumbai,TS
CASE102860,NextGen,Consultant,82448,2018-04-11,2021-11-12,Approved,Mumbai,MH
CASE102861,NextGen,Project Manager,131685,2021-01-25,2020-05-17,Approved,Chennai,TS
CASE102862,NextGen,Software Engineer,50619,2022-08-16,2019-09-25,Pending,Mumbai,MH
CASE102863,NextGen,Data Analyst,145454,2020-07-26,2021-05-01,Approved,Mumbai,MH
CASE102864,NextGen,Project Manager,41766,2018-01-29,2022-02-20,Pending,Pune,AP
CASE102865,DataWorks,Project Manager,43549,2022-03-10,2022-11-30,Denied,Hyderabad,MH
CASE102866,GlobalSoft,Consultant,147938,2019-10-27,2022-09-25,Denied,Hyderabad,KA
CASE102867,NextGen,Software Engineer,167673,2022-01-01,2018-09-19,Approved,Pune,MH
CASE102868,InfoSys,Data Analyst,88328,2021-11-03,2018-12-24,Approved,Bangalore,TN
CASE102869,InfoSys,Project Manager,65301,2018-03-14,2021-03-19,Denied,Mumbai,AP
CASE102870,GlobalSoft,Data Analyst,84763,2018-09-11,2020-09-06,Pending,Bangalore,AP
CASE102871,TechCorp,AI Engineer,84787,2023-06-10,2023-04-01,Approved,Pune,MH
CASE102872,TechCorp,Project Manager,160675,2023-04-19,2021-10-21,Approved,Bangalore,TN
CASE102873,TechCorp,Project Manager,47425,2019-05-31,2021-08-30,Denied,Hyderabad,MH
CASE102874,InfoSys,AI Engineer,52857,2020-01-19,2018-08-16,Approved,Chennai,KA
CASE102875,TechCorp,Consultant,132999,2022-04-23,2019-03-22,Approved,Bangalore,AP
CASE102876,DataWorks,Project Manager,81457,2020-11-09,2021-12-19,Denied,Chennai,AP
CASE102877,NextGen,Data Analyst,171776,2022-07-07,2020-08-25,Approved,Bangalore,TN
CASE102878,InfoSys,Software Engineer,45452,2019-06-19,2021-06-27,Approved,Pune,TS
CASE102879,GlobalSoft,Data Analyst,151153,2019-02-25,2021-06-23,Pending,Chennai,TN
CASE102880,GlobalSoft,Consultant,78862,2019-03-22,2021-09-30,Approved,Bangalore,KA
CASE102881,NextGen,Software Engineer,58300,2020-05-28,2022-09-18,Approved,Pune,TN
CASE102882,InfoSys,Data Analyst,178573,2018-05-16,2018-09-03,Approved,Hyderabad,TS
CASE102883,TechCorp,Data Analyst,41845,2022-03-09,2022-08-07,Approved,Mumbai,KA
CASE102884,TechCorp,AI Engineer,159342,2023-05-11,2021-04-29,Denied,Pune,KA
CASE102885,DataWorks,Consultant,79181,2022-11-19,2019-10-02,Approved,Pune,TS
CASE102886,DataWorks,AI Engineer,74404,2021-08-17,2020-08-05,Approved,Hyderabad,MH
CASE102887,TechCorp,Software Engineer,62564,2022-06-21,2018-07-06,Approved,Chennai,TN
CASE102888,GlobalSoft,AI Engineer,137898,2018-02-02,2018-07-11,Approved,Bangalore,KA
CASE102889,GlobalSoft,Consultant,58227,2019-10-09,2018-03-13,Approved,Chennai,TN
CASE102890,DataWorks,Project Manager,135259,2022-11-26,2021-10-15,Approved,Pune,TS
CASE102891,NextGen,Project Manager,164451,2018-10-05,2022-06-05,Approved,Bangalore,AP
CASE102892,TechCorp,Software Engineer,57215,2018-05-13,2022-01-22,Approved,Mumbai,TS
CASE102893,DataWorks,Project Manager,170577,2020-01-20,2018-05-30,Approved,Mumbai,TN
CASE102894,DataWorks,AI Engineer,111074,2022-03-31,2021-02-02,Pending,Bangalore,KA
CASE102895,TechCorp,Software Engineer,148621,2022-12-18,2023-08-30,Approved,Pune,TN
CASE102896,TechCorp,Consultant,146759,2018-05-06,2018-06-02,Approved,Hyderabad,AP
CASE102897,GlobalSoft,Software Engineer,168471,2018-12-11,2020-03-29,Approved,Chennai,KA
CASE102898,NextGen,Software Engineer,61711,2018-01-17,2018-10-14,Denied,Chennai,AP
CASE102899,NextGen,Data Analyst,88398,2020-04-03,2023-03-06,Approved,Hyderabad,MH
CASE102900,TechCorp,Data Analyst,41286,2019-07-16,2021-08-15,Pending,Hyderabad,TS
CASE102901,InfoSys,Software Engineer,148304,2019-10-09,2021-04-17,Approved,Mumbai,MH
CASE102902,DataWorks,Project Manager,144959,2019-09-22,2021-04-16,Denied,Hyderabad,TN
CASE102903,DataWorks,Data Analyst,99967,2021-11-02,2019-12-11,Approved,Bangalore,MH
CASE102904,TechCorp,Consultant,137803,2020-03-28,2021-05-16,Denied,Mumbai,TS
CASE102905,InfoSys,AI Engineer,169745,2018-03-01,2019-09-30,Denied,Pune,KA
CASE102906,GlobalSoft,Data Analyst,94583,2022-07-19,2018-12-27,Approved,Mumbai,AP
CASE102907,TechCorp,Software Engineer,164077,2019-04-12,2023-11-04,Approved,Mumbai,KA
CASE102908,TechCorp,Project Manager,151359,2019-09-20,2021-06-14,Approved,Chennai,MH
CASE102909,DataWorks,AI Engineer,67086,2019-01-26,2023-12-23,Approved,Hyderabad,TN
CASE102910,TechCorp,Data Analyst,144132,2020-07-24,2019-07-31,Denied,Bangalore,MH
CASE102911,TechCorp,Project Manager,99263,2019-11-16,2020-04-02,Approved,Hyderabad,TS
CASE102912,TechCorp,Project Manager,160155,2021-04-25,2023-04-19,Approved,Chennai,TS
CASE102913,DataWorks,Project Manager,100664,2019-05-13,2021-11-09,Approved,Hyderabad,TN
CASE102914,GlobalSoft,Software Engineer,160474,2019-08-23,2022-09-09,Approved,Bangalore,KA
CASE102915,GlobalSoft,Consultant,116968,2022-10-05,2019-06-03,Pending,Hyderabad,TS
CASE102916,TechCorp,Project Manager,174563,2021-10-16,2023-01-27,Denied,Chennai,TS
CASE102917,DataWorks,AI Engineer,174464,2023-01-21,2022-04-06,Approved,Bangalore,TN
CASE102918,GlobalSoft,Data Analyst,107804,2023-01-30,2019-11-11,Denied,Hyderabad,KA
CASE102919,GlobalSoft,AI Engineer,78400,2019-03-25,2019-11-09,Denied,Chennai,MH
CASE102920,GlobalSoft,Software Engineer,68088,2022-09-14,2021-11-16,Approved,Chennai,AP
CASE102921,DataWorks,Software Engineer,127893,2023-03-03,2019-02-15,Denied,Mumbai,TN
CASE102922,DataWorks,AI Engineer,45969,2019-11-11,2023-09-28,Approved,Bangalore,KA
CASE102923,TechCorp,Consultant,48981,2021-04-19,2023-03-09,Approved,Bangalore,AP
CASE102924,NextGen,Software Engineer,94091,2023-01-10,2018-06-08,Approved,Hyderabad,TN
