case_id,continent,country_of_applicant,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,visa_type,application_season,processing_center,processing_time_days,case_status
50173,Asia,Nigeria,Bachelor's,Y,Y,11123,1957,Northeast,145442.86,Hourly,Y,Business,Summer,Center D,117,Certified
50174,Europe,UAE,Diploma,Y,N,24689,2023,South,124098.02,Hourly,Y,PR,Summer,Center B,163,Certified
50175,North America,UK,Bachelor's,Y,Y,15,1956,Midwest,91209.94,Weekly,N,Tourist,Fall,Center D,232,Certified
50176,Europe,Canada,High School,Y,N,16470,1975,Northeast,117601.46,Monthly,Y,PR,Winter,Center D,360,Certified
50177,Asia,Nigeria,High School,Y,N,4762,1970,West,15110.11,Weekly,Y,Student,Spring,Center B,15,Certified
50178,North America,Japan,PhD,Y,N,32845,2024,Midwest,55241.37,Yearly,Y,Business,Fall,Center C,290,Certified
50179,South America,China,PhD,Y,Y,34462,1957,Midwest,140458.48,Weekly,Y,Student,Winter,Center A,259,Denied
50180,Africa,Germany,Diploma,Y,Y,45658,1952,Midwest,86258.46,Weekly,Y,PR,Spring,Center B,323,Certified
50181,Oceania,China,High School,Y,Y,30104,1982,Northeast,88014.54,Yearly,N,Dependent,Spring,Center C,276,Denied
50182,Europe,India,Bachelor's,N,Y,8187,1965,West,137659.38,Weekly,N,Tourist,Fall,Center A,104,Certified
50183,North America,India,High School,Y,N,42740,2006,Northeast,47872.42,Weekly,Y,Student,Fall,Center C,305,Certified
50184,Africa,China,High School,Y,N,14595,1952,Midwest,31563.72,Hourly,Y,Business,Spring,Center B,317,Denied
50185,South America,Canada,PhD,Y,N,15828,1965,South,76751.64,Hourly,N,PR,Winter,Center D,282,Certified
50186,Africa,UAE,High School,Y,N,37376,1953,West,52155.26,Monthly,Y,Work,Fall,Center C,190,Denied
50187,South America,Japan,Bachelor's,Y,N,16532,1996,Midwest,68956.86,Monthly,N,PR,Winter,Center B,278,Certified
50188,Asia,UK,High School,Y,Y,22224,1955,West,64088.44,Hourly,Y,Tourist,Summer,Center C,81,Certified
50189,Asia,Japan,High School,N,Y,20692,1999,South,45590.89,Monthly,Y,Tourist,Winter,Center C,47,Certified
50190,Oceania,Canada,Diploma,Y,N,43724,2023,Midwest,66015.06,Monthly,Y,Student,Spring,Center C,255,Certified
50191,Oceania,UK,High School,N,N,3465,1989,Midwest,29015.7,Hourly,N,Student,Spring,Center D,54,Certified
50192,South America,UAE,Master's,Y,N,39223,1953,South,119666.79,Hourly,Y,Dependent,Spring,Center B,42,Certified
50193,Africa,UAE,Master's,Y,Y,42923,1953,Northeast,77388.72,Hourly,Y,Dependent,Winter,Center D,198,Certified
50194,Oceania,UAE,Master's,N,Y,17095,1991,West,127369.53,Monthly,Y,Work,Winter,Center B,271,Certified
50195,Europe,Japan,Diploma,N,N,40469,1984,Northeast,142278.63,Hourly,Y,Business,Spring,Center C,171,Certified
50196,Africa,Nigeria,Diploma,Y,N,35541,2000,Northeast,45387.76,Weekly,Y,Work,Spring,Center B,335,Certified
50197,Oceania,Canada,Master's,Y,N,19250,2015,West,141929.17,Hourly,Y,PR,Spring,Center D,292,Certified
50198,Africa,Australia,Master's,Y,N,2944,1995,South,23866.08,Hourly,Y,Dependent,Summer,Center A,186,Certified
50199,Europe,Brazil,High School,Y,Y,39138,1968,Midwest,128252.22,Weekly,Y,Tourist,Fall,Center C,129,Certified
50200,Africa,Canada,High School,Y,N,753,1960,Midwest,119817.83,Hourly,Y,Student,Winter,Center A,232,Certified
50201,Africa,UAE,Diploma,N,N,5336,1968,Midwest,120329.49,Yearly,Y,Student,Fall,Center A,238,Certified
50202,North America,UAE,High School,Y,N,32635,1979,West,145096.75,Monthly,N,Tourist,Winter,Center B,191,Certified
50203,South America,UAE,Master's,N,Y,37279,1963,Midwest,35987.31,Monthly,Y,Dependent,Summer,Center B,150,Certified
50204,Asia,Canada,Diploma,Y,N,33296,1978,West,96563.99,Monthly,Y,Dependent,Winter,Center A,353,Certified
50205,Oceania,Japan,Bachelor's,N,N,17173,1974,Midwest,13911.98,Yearly,Y,Work,Fall,Center A,207,Certified
50206,Oceania,UK,Master's,Y,N,40670,1971,Northeast,44876.65,Monthly,Y,Business,Spring,Center C,227,Certified
50207,Oceania,UK,Master's,Y,Y,13778,2019,West,81580.86,Yearly,N,PR,Spring,Center C,216,Certified
50208,South America,Brazil,PhD,Y,N,15041,2017,Northeast,390.57,Hourly,Y,PR,Fall,Center B,308,Certified
50209,Africa,Canada,Bachelor's,N,N,2215,2014,Midwest,33199.82,Yearly,N,PR,Summer,Center A,180,Certified
50210,Europe,India,Bachelor's,Y,Y,22457,1990,Northeast,127955.96,Weekly,Y,Business,Spring,Center C,145,Certified
50211,Europe,Nigeria,PhD,Y,Y,1849,2013,Midwest,69722.34,Monthly,Y,Student,Fall,Center C,281,Certified
50212,Asia,UK,Master's,N,Y,44217,1983,West,124460.43,Yearly,Y,Dependent,Summer,Center B,208,Certified
50213,Asia,China,Bachelor's,N,N,35747,1987,Midwest,79370.73,Hourly,Y,Student,Summer,Center A,140,Certified
50214,Asia,Nigeria,Diploma,N,N,7331,1971,Midwest,6485.98,Hourly,Y,PR,Winter,Center B,324,Certified
50215,Europe,Brazil,PhD,N,Y,41041,2019,West,36633.2,Hourly,Y,Dependent,Summer,Center A,200,Certified
50216,Africa,Nigeria,High School,Y,Y,48660,1964,Midwest,6299.25,Yearly,Y,Business,Winter,Center A,55,Denied
50217,Asia,China,High School,Y,Y,15173,1999,Northeast,76145.79,Monthly,Y,PR,Summer,Center C,73,Certified
50218,Asia,Japan,Master's,Y,N,36249,1951,South,130247.6,Weekly,Y,Work,Spring,Center C,259,Certified
50219,Europe,Nigeria,Diploma,Y,Y,7721,2014,Northeast,54727.4,Monthly,Y,Work,Winter,Center A,182,Certified
50220,Oceania,Australia,Diploma,Y,N,17636,1992,South,69703.59,Weekly,Y,PR,Summer,Center D,14,Certified
50221,Africa,Japan,Master's,Y,N,2544,2010,Midwest,141596.02,Hourly,Y,Tourist,Winter,Center C,27,Certified
50222,Asia,UAE,Master's,N,N,40422,2023,Northeast,107280.2,Weekly,Y,Tourist,Fall,Center B,144,Certified
50223,Africa,UAE,Diploma,Y,N,44186,2006,West,53776.8,Yearly,Y,PR,Winter,Center B,257,Certified
50224,North America,Brazil,Bachelor's,Y,N,2463,1995,West,148728.22,Hourly,Y,Business,Summer,Center B,162,Certified
50225,Oceania,India,Master's,N,Y,12397,1984,Midwest,63784.03,Hourly,Y,Student,Spring,Center B,284,Certified
50226,Oceania,UAE,Bachelor's,Y,Y,22358,1969,South,95698.03,Hourly,Y,Tourist,Winter,Center C,325,Certified
50227,Asia,UK,Master's,Y,N,13926,1986,South,52655.95,Monthly,Y,PR,Winter,Center C,141,Certified
50228,Asia,Germany,Master's,N,N,25182,2000,Midwest,110978.44,Yearly,N,Work,Fall,Center C,109,Certified
50229,Europe,Nigeria,High School,Y,N,22939,1969,Northeast,57628.56,Monthly,Y,Work,Spring,Center C,321,Certified
50230,Oceania,Nigeria,Master's,Y,N,4430,1971,West,146393.61,Yearly,Y,Tourist,Winter,Center D,42,Certified
50231,North America,Brazil,PhD,Y,N,21331,1950,South,110802.16,Hourly,Y,Tourist,Summer,Center B,236,Certified
50232,North America,Germany,Diploma,N,N,37568,1988,Midwest,53679.46,Yearly,Y,Student,Winter,Center A,106,Certified
50233,North America,Canada,Diploma,Y,Y,31464,1953,West,78017.7,Hourly,Y,Business,Summer,Center C,360,Certified
50234,South America,Australia,PhD,Y,Y,45234,1977,South,76110.79,Weekly,Y,Student,Fall,Center C,342,Denied
50235,Europe,Australia,Bachelor's,Y,Y,30645,1984,West,58923.9,Monthly,Y,Student,Fall,Center C,19,Certified
50236,Europe,Brazil,High School,Y,N,45212,1997,Northeast,54585.15,Hourly,Y,Tourist,Fall,Center B,123,Certified
50237,Asia,China,High School,Y,N,28917,1988,Northeast,75694.31,Monthly,Y,Tourist,Winter,Center A,210,Certified
50238,Europe,Nigeria,Diploma,Y,N,7753,1952,Northeast,80731.44,Monthly,Y,Dependent,Spring,Center C,341,Certified
50239,Asia,Japan,Master's,Y,N,18730,1971,South,82031.06,Yearly,Y,Dependent,Winter,Center C,126,Certified
50240,Asia,Australia,PhD,Y,Y,45368,2000,Midwest,35881.9,Yearly,Y,Tourist,Fall,Center C,171,Certified
50241,South America,Brazil,Bachelor's,Y,Y,20722,1964,South,49005.56,Yearly,Y,Dependent,Fall,Center B,116,Certified
50242,Europe,China,PhD,Y,N,19368,1970,Midwest,147450.46,Monthly,Y,Student,Winter,Center C,82,Certified
50243,Europe,UK,PhD,N,Y,12060,1964,Midwest,8755.25,Hourly,N,Work,Winter,Center A,311,Certified
50244,South America,India,Diploma,Y,Y,48118,2007,West,136659.59,Hourly,Y,Dependent,Winter,Center A,202,Certified
50245,South America,Brazil,Bachelor's,Y,Y,7519,2004,South,109373.42,Yearly,N,Work,Summer,Center B,352,Certified
50246,Europe,China,PhD,N,N,33445,2016,West,114410.11,Weekly,Y,Student,Winter,Center C,245,Denied
50247,Europe,India,Master's,N,N,557,1984,West,130762.13,Yearly,Y,Work,Summer,Center C,223,Certified
50248,Asia,Japan,Bachelor's,Y,N,9309,1959,Northeast,105919.81,Monthly,N,Tourist,Winter,Center D,14,Denied
50249,Africa,UAE,High School,Y,N,2482,2024,Northeast,135738.28,Yearly,Y,PR,Summer,Center B,313,Certified
50250,Oceania,India,Master's,Y,N,28241,2004,West,91548.9,Weekly,Y,Dependent,Spring,Center B,290,Denied
50251,Asia,Nigeria,PhD,N,N,13506,1971,South,39212.68,Monthly,N,Tourist,Spring,Center A,188,Certified
50252,North America,Nigeria,Master's,Y,N,19800,1994,Midwest,34991.82,Weekly,N,PR,Fall,Center C,252,Certified
50253,North America,Nigeria,Bachelor's,Y,N,28328,1966,Midwest,107267.13,Yearly,N,Business,Winter,Center D,109,Certified
50254,Africa,Japan,Diploma,Y,N,33098,1962,West,46144.75,Weekly,Y,Dependent,Summer,Center B,152,Certified
50255,Oceania,Nigeria,PhD,Y,Y,25955,1952,West,31019.11,Yearly,Y,Student,Fall,Center D,183,Certified
50256,South America,Canada,Master's,N,Y,35101,1991,Northeast,102592.61,Hourly,Y,PR,Spring,Center D,70,Certified
50257,North America,Brazil,Bachelor's,Y,Y,47625,2017,Northeast,9212.66,Yearly,Y,Dependent,Spring,Center C,311,Certified
50258,South America,UAE,Bachelor's,Y,N,37079,1952,South,127544.58,Yearly,N,Work,Winter,Center D,50,Certified
50259,South America,China,Master's,Y,N,36844,1978,Midwest,26381.97,Monthly,Y,Dependent,Spring,Center B,244,Certified
50260,Asia,Australia,Diploma,Y,Y,43452,1975,Northeast,29256.15,Yearly,Y,Student,Spring,Center D,180,Certified
50261,South America,UK,Bachelor's,N,N,27311,1974,West,29352.35,Yearly,Y,Business,Spring,Center D,256,Certified
50262,Africa,China,Bachelor's,Y,Y,3091,1999,South,21446.6,Hourly,Y,Dependent,Spring,Center D,111,Certified
50263,Asia,UAE,High School,Y,Y,15949,2007,Northeast,15031.62,Monthly,Y,Work,Spring,Center A,77,Certified
50264,Africa,UK,PhD,Y,N,46016,1998,West,62458.98,Yearly,Y,PR,Summer,Center B,259,Certified
50265,South America,Germany,Master's,N,N,25271,1987,Northeast,111835.66,Hourly,Y,Student,Winter,Center B,298,Certified
50266,North America,Japan,PhD,Y,Y,32065,1989,Midwest,119826.53,Weekly,N,Work,Summer,Center D,131,Certified
50267,Oceania,Australia,PhD,Y,N,44979,1976,Northeast,81509.97,Hourly,Y,Work,Winter,Center B,155,Certified
50268,South America,China,Master's,Y,N,22660,1984,Midwest,126042.28,Yearly,Y,Dependent,Spring,Center C,86,Certified
50269,Africa,India,PhD,Y,Y,43339,1959,Midwest,59775.91,Hourly,N,Student,Winter,Center B,23,Certified
50270,Europe,India,Master's,Y,N,47596,1989,Midwest,24988.59,Monthly,Y,Tourist,Spring,Center A,95,Certified
50271,Europe,India,Master's,N,N,6951,1951,South,108295.3,Weekly,Y,Work,Winter,Center C,70,Certified
50272,North America,Brazil,Master's,Y,N,42670,1959,Northeast,48883.91,Weekly,N,Work,Winter,Center D,343,Certified
50273,Oceania,Nigeria,Bachelor's,Y,N,1977,1980,Midwest,37836.88,Yearly,N,Work,Winter,Center D,77,Denied
50274,Africa,Australia,Bachelor's,Y,Y,28423,1987,Midwest,80327.69,Yearly,N,Work,Fall,Center B,50,Certified
50275,North America,Nigeria,Diploma,N,N,562,1959,West,56274.86,Weekly,N,Student,Spring,Center B,148,Certified
50276,Asia,UK,Diploma,Y,N,14583,1958,West,13936.18,Monthly,Y,Work,Summer,Center C,95,Certified
50277,South America,Brazil,Master's,Y,Y,3577,1953,West,17255.28,Weekly,Y,Work,Spring,Center A,346,Certified
50278,Asia,Nigeria,Diploma,Y,Y,22427,2004,Northeast,31216.5,Weekly,Y,Tourist,Winter,Center D,58,Certified
50279,Europe,Japan,PhD,N,Y,28579,2006,South,55874.44,Hourly,Y,Student,Winter,Center C,136,Certified
50280,South America,UK,High School,Y,Y,39440,1965,Northeast,106767.37,Monthly,Y,Business,Summer,Center D,204,Certified
50281,Asia,Brazil,Master's,N,N,13287,1976,West,43969.79,Monthly,Y,Student,Fall,Center C,139,Certified
50282,Europe,Germany,PhD,N,N,23856,2000,Midwest,113848.72,Monthly,Y,Tourist,Spring,Center A,26,Certified
50283,Oceania,Nigeria,High School,N,N,38568,2020,Northeast,20730.29,Weekly,Y,PR,Fall,Center A,135,Certified
50284,Asia,Canada,Diploma,Y,Y,36355,1979,Midwest,94915.95,Weekly,Y,Work,Winter,Center D,278,Certified
50285,South America,UK,Master's,Y,N,17357,1966,Midwest,58220.3,Yearly,Y,Tourist,Fall,Center A,64,Certified
50286,Asia,China,PhD,Y,N,4263,1968,Northeast,9839.78,Yearly,Y,Dependent,Summer,Center C,341,Certified
50287,South America,Australia,Master's,Y,Y,6457,1954,Midwest,16235.39,Yearly,Y,Business,Spring,Center B,287,Certified
50288,Asia,Nigeria,PhD,N,N,36018,2024,South,144264.8,Monthly,Y,Student,Summer,Center C,145,Certified
50289,North America,Japan,Bachelor's,Y,N,32104,1956,West,127587.31,Monthly,Y,Business,Spring,Center A,101,Certified
50290,Oceania,Australia,High School,Y,N,575,1996,Midwest,127165.64,Monthly,Y,Tourist,Spring,Center A,114,Certified
50291,Asia,Canada,PhD,N,Y,34231,2011,Midwest,80012.65,Hourly,Y,PR,Winter,Center B,318,Denied
50292,Asia,Canada,Diploma,Y,Y,6102,1967,Midwest,85708.5,Monthly,Y,Dependent,Winter,Center C,247,Certified
50293,North America,Brazil,Diploma,Y,N,1087,2007,Midwest,109039.95,Weekly,Y,Dependent,Summer,Center A,341,Certified
50294,Europe,UK,High School,Y,Y,37936,1956,West,56696.23,Weekly,Y,PR,Summer,Center A,287,Certified
50295,South America,China,Diploma,Y,N,16065,1999,South,104340.49,Weekly,Y,Work,Winter,Center A,37,Certified
50296,Africa,Japan,Master's,Y,Y,10325,1974,Midwest,87463.05,Weekly,Y,PR,Fall,Center A,74,Certified
50297,Europe,Australia,Master's,Y,N,10468,1995,Northeast,93280.33,Weekly,Y,Work,Summer,Center C,63,Certified
50298,South America,China,Master's,N,Y,16566,1976,Northeast,128782.33,Monthly,Y,Tourist,Winter,Center B,227,Certified
50299,Asia,Germany,Master's,Y,Y,10106,1961,West,142223.01,Yearly,Y,Work,Fall,Center D,150,Certified
50300,Europe,India,Master's,Y,Y,37963,1987,South,3529.6,Hourly,N,Dependent,Fall,Center C,114,Certified
50301,Asia,Nigeria,Diploma,Y,Y,34650,1983,Northeast,38018.01,Monthly,Y,Dependent,Spring,Center D,347,Certified
50302,Europe,Germany,PhD,Y,N,28907,1969,South,108033.73,Weekly,Y,Business,Spring,Center C,267,Certified
50303,Europe,China,PhD,Y,N,44695,2012,West,148225.6,Weekly,Y,PR,Winter,Center B,201,Denied
50304,Africa,Brazil,Master's,Y,N,43903,2022,South,55093.45,Weekly,Y,Work,Summer,Center C,309,Certified
50305,North America,UK,Bachelor's,Y,N,24230,1994,South,81741.15,Monthly,Y,Dependent,Winter,Center A,323,Denied
50306,Europe,China,PhD,Y,N,46864,2009,Northeast,41677.96,Hourly,Y,Tourist,Fall,Center D,288,Certified
50307,Asia,UK,PhD,N,N,40368,1951,Northeast,130955.18,Monthly,Y,Business,Fall,Center A,256,Certified
50308,Africa,China,Master's,Y,N,23909,1969,Midwest,134136.21,Hourly,N,Dependent,Fall,Center D,300,Denied
50309,Europe,Brazil,Diploma,Y,Y,23656,1962,Northeast,36634.57,Weekly,Y,Work,Summer,Center B,310,Certified
50310,North America,India,High School,N,N,3064,1986,Northeast,9284.76,Hourly,Y,Tourist,Spring,Center A,24,Certified
50311,Asia,Brazil,Master's,N,N,37492,1969,South,65437.26,Hourly,Y,Work,Fall,Center B,120,Certified
50312,Africa,Australia,High School,N,N,33983,2006,Northeast,98353.55,Hourly,N,PR,Fall,Center C,145,Denied
50313,South America,India,Master's,Y,Y,14135,2016,South,9936.0,Hourly,Y,Work,Winter,Center D,131,Certified
50314,Oceania,UAE,Master's,Y,Y,1303,2014,South,118642.42,Weekly,Y,Dependent,Fall,Center D,232,Denied
50315,North America,Germany,High School,N,Y,38792,1983,Northeast,64255.0,Monthly,N,Work,Winter,Center C,180,Certified
50316,South America,UK,PhD,N,N,40709,1992,South,126917.92,Weekly,Y,Student,Winter,Center A,194,Certified
50317,South America,India,Diploma,Y,Y,3438,2000,Northeast,135055.26,Monthly,Y,PR,Fall,Center D,109,Certified
50318,Africa,Canada,Bachelor's,Y,Y,27408,1978,West,9396.25,Weekly,Y,Business,Spring,Center B,217,Certified
50319,Africa,Germany,Bachelor's,Y,N,31449,1984,Midwest,101040.37,Weekly,Y,Work,Winter,Center C,271,Certified
50320,Africa,UAE,Bachelor's,Y,Y,12197,1983,West,86640.48,Hourly,Y,Dependent,Summer,Center A,220,Certified
50321,South America,China,Bachelor's,Y,N,24744,1987,Northeast,648.72,Weekly,Y,Dependent,Summer,Center D,325,Certified
50322,Oceania,Germany,PhD,Y,Y,28139,1958,West,41200.02,Yearly,Y,Dependent,Spring,Center A,257,Certified
50323,Asia,China,Bachelor's,Y,N,19059,1973,Northeast,126200.86,Yearly,Y,PR,Summer,Center D,231,Certified
50324,Africa,UK,PhD,N,N,12655,2008,West,117296.15,Monthly,Y,Dependent,Spring,Center C,195,Certified
50325,North America,Canada,Bachelor's,N,N,632,1972,West,120050.28,Yearly,N,PR,Winter,Center A,149,Certified
50326,Africa,UAE,Master's,Y,N,27813,1974,Northeast,3719.91,Weekly,N,Business,Winter,Center B,288,Denied
50327,Oceania,Australia,High School,Y,N,10818,1956,West,134705.71,Hourly,Y,Business,Winter,Center B,156,Certified
50328,Africa,Germany,High School,Y,Y,14679,2009,Midwest,58713.04,Hourly,N,Student,Fall,Center D,104,Certified
50329,Oceania,Canada,Bachelor's,N,Y,29453,1973,West,60494.22,Yearly,Y,Student,Summer,Center A,180,Certified
50330,Africa,Germany,PhD,Y,Y,42347,1986,Midwest,93535.39,Monthly,N,Work,Fall,Center A,359,Certified
50331,South America,Japan,Diploma,Y,Y,452,1990,Northeast,124258.33,Monthly,Y,Work,Winter,Center D,167,Certified
50332,Oceania,UAE,Bachelor's,Y,N,8945,2000,South,38061.63,Yearly,N,PR,Fall,Center C,44,Certified
50333,Asia,Japan,Master's,N,N,30004,1978,West,109800.39,Monthly,N,Work,Summer,Center C,222,Certified
50334,Africa,Australia,Bachelor's,Y,Y,24526,2003,South,36666.04,Monthly,Y,Dependent,Summer,Center C,118,Denied
50335,South America,China,PhD,Y,Y,15864,2007,West,12986.38,Hourly,Y,Business,Winter,Center A,116,Certified
50336,North America,Nigeria,PhD,Y,N,32233,1998,West,91275.45,Yearly,N,Business,Fall,Center D,353,Certified
50337,Asia,Japan,PhD,Y,N,14093,1975,Midwest,51117.88,Hourly,Y,Business,Spring,Center D,240,Certified
50338,South America,Nigeria,Master's,Y,Y,8727,1988,Northeast,100149.32,Hourly,Y,Business,Fall,Center C,198,Certified
50339,Oceania,Canada,Master's,N,N,18489,2009,Northeast,111636.99,Yearly,N,Dependent,Winter,Center B,68,Denied
50340,Europe,Canada,Bachelor's,N,N,34731,1967,Northeast,141272.59,Monthly,Y,Student,Fall,Center D,269,Certified
50341,North America,UK,Bachelor's,Y,N,38890,1982,Northeast,116305.29,Yearly,Y,Business,Winter,Center A,76,Certified
50342,North America,UAE,PhD,Y,N,30221,1960,West,144801.7,Hourly,Y,Student,Winter,Center C,77,Certified
50343,Europe,Australia,High School,Y,N,47149,2019,Northeast,139800.72,Weekly,Y,Dependent,Summer,Center C,351,Certified
50344,South America,UAE,High School,Y,N,27064,2018,West,32862.56,Weekly,Y,PR,Winter,Center C,70,Certified
50345,South America,China,Bachelor's,Y,N,27124,2017,West,115289.74,Monthly,Y,PR,Summer,Center D,202,Certified
50346,Oceania,Brazil,Bachelor's,Y,Y,21243,1984,West,87629.21,Hourly,Y,Tourist,Summer,Center B,29,Certified
50347,North America,UAE,Diploma,Y,N,17485,1985,South,108456.27,Monthly,Y,Work,Summer,Center A,79,Certified
50348,South America,Australia,Bachelor's,N,N,25524,2005,West,104706.55,Yearly,Y,Student,Winter,Center D,338,Denied
50349,Europe,Brazil,High School,Y,N,9168,1974,West,57777.54,Hourly,Y,Work,Fall,Center A,201,Certified
50350,South America,Japan,Master's,Y,Y,29268,2024,South,680.11,Monthly,N,Student,Winter,Center A,200,Certified
50351,North America,Nigeria,PhD,Y,N,10307,2013,South,112906.45,Yearly,Y,Tourist,Fall,Center C,201,Certified
50352,South America,UAE,PhD,Y,Y,30769,1955,West,60787.84,Yearly,Y,Business,Summer,Center B,157,Certified
50353,Asia,Japan,PhD,Y,Y,8897,1954,Midwest,23135.99,Yearly,Y,Tourist,Summer,Center C,47,Certified
50354,Europe,China,Bachelor's,Y,Y,6930,1984,Midwest,33545.83,Weekly,Y,Tourist,Fall,Center D,257,Certified
50355,Europe,China,Bachelor's,Y,Y,11512,1957,Northeast,130868.72,Monthly,Y,Student,Winter,Center C,50,Certified
50356,Africa,Brazil,Diploma,Y,Y,22400,2017,West,612.62,Monthly,Y,Dependent,Fall,Center D,197,Certified
50357,South America,UK,Bachelor's,N,N,3328,1950,Northeast,139813.14,Yearly,N,Dependent,Winter,Center A,245,Certified
50358,Oceania,Australia,Diploma,N,N,2557,2020,South,149412.12,Monthly,Y,Dependent,Spring,Center C,208,Certified
50359,Europe,Brazil,PhD,Y,Y,16312,1988,Midwest,7802.36,Monthly,Y,Work,Winter,Center B,289,Denied
50360,South America,India,Master's,Y,N,30424,1957,Midwest,56026.5,Yearly,N,PR,Winter,Center A,249,Certified
50361,Asia,Australia,PhD,N,Y,44275,2020,West,111105.93,Yearly,Y,Dependent,Summer,Center C,241,Certified
50362,North America,Brazil,High School,N,N,265,2015,South,63232.27,Yearly,N,Student,Summer,Center A,362,Certified
50363,North America,UK,Diploma,Y,N,18591,1975,West,88263.96,Monthly,Y,PR,Winter,Center D,95,Denied
50364,Africa,India,High School,Y,Y,19964,1989,Midwest,3394.0,Monthly,Y,Work,Spring,Center A,250,Certified
50365,Africa,Germany,Diploma,Y,N,6105,1955,West,97711.77,Weekly,Y,Dependent,Summer,Center A,8,Denied
50366,Oceania,India,Diploma,Y,Y,38899,2023,Midwest,17845.46,Monthly,N,Student,Fall,Center D,155,Certified
50367,Europe,UAE,Master's,Y,N,24702,1964,Midwest,37997.6,Hourly,Y,Tourist,Winter,Center B,116,Certified
50368,Oceania,India,Bachelor's,N,N,32171,2003,South,32762.34,Hourly,Y,PR,Summer,Center D,262,Denied
50369,Europe,Japan,Master's,Y,Y,47307,1969,South,114463.21,Yearly,Y,Dependent,Fall,Center D,327,Certified
50370,Europe,Japan,High School,Y,N,28153,1970,Northeast,129132.15,Weekly,Y,Dependent,Summer,Center A,80,Certified
50371,Asia,India,Diploma,N,N,11380,1950,South,54248.11,Monthly,Y,Student,Winter,Center A,97,Certified
50372,Africa,UAE,High School,Y,N,11182,2013,Northeast,33336.91,Hourly,Y,Tourist,Winter,Center C,60,Certified
50373,Africa,Brazil,PhD,Y,Y,29214,1987,West,778.1,Weekly,Y,Business,Spring,Center A,364,Certified
50374,North America,Germany,Master's,N,Y,14217,1977,Northeast,90692.02,Monthly,N,Tourist,Fall,Center B,223,Certified
50375,Africa,India,High School,N,Y,36488,1970,West,72747.56,Weekly,Y,Work,Summer,Center D,232,Certified
50376,Africa,UK,High School,N,N,11871,1950,South,80631.18,Hourly,N,Work,Summer,Center B,159,Certified
50377,Asia,UK,Bachelor's,Y,Y,1815,1995,Northeast,142658.62,Weekly,Y,PR,Spring,Center D,183,Certified
50378,Oceania,UK,Bachelor's,Y,N,44028,1999,Northeast,85709.57,Monthly,Y,Business,Summer,Center B,144,Certified
50379,Europe,China,Bachelor's,Y,Y,28430,1991,South,133457.21,Hourly,N,Business,Winter,Center C,276,Certified
50380,Oceania,Canada,Diploma,N,N,23201,1977,West,93817.0,Yearly,Y,PR,Summer,Center B,133,Certified
50381,Asia,UK,Master's,Y,N,34066,1998,South,49912.15,Monthly,Y,PR,Winter,Center A,219,Certified
50382,South America,UAE,PhD,Y,Y,902,1987,Northeast,136832.09,Monthly,Y,Business,Fall,Center C,126,Certified
50383,North America,Nigeria,PhD,Y,Y,20897,2019,South,3957.82,Monthly,Y,Work,Fall,Center A,228,Certified
50384,North America,Japan,PhD,Y,N,40940,1992,South,5959.91,Monthly,N,Dependent,Summer,Center C,308,Certified
50385,North America,Germany,Bachelor's,N,Y,37262,1950,South,8702.32,Weekly,Y,PR,Winter,Center A,248,Certified
50386,Oceania,Germany,High School,Y,Y,20196,1976,Northeast,116730.45,Monthly,Y,Work,Winter,Center C,125,Certified
50387,Europe,Germany,High School,N,Y,30114,1984,Midwest,26895.76,Hourly,N,Dependent,Summer,Center A,157,Denied
50388,Europe,Germany,Diploma,Y,N,38683,1963,Northeast,35628.6,Weekly,N,Student,Summer,Center C,164,Certified
50389,Europe,Germany,Bachelor's,Y,Y,44600,1965,West,126404.83,Weekly,Y,PR,Summer,Center D,246,Certified
50390,North America,Japan,Diploma,Y,Y,40099,1956,Northeast,50451.91,Monthly,Y,Work,Spring,Center C,297,Certified
50391,North America,China,Bachelor's,Y,N,18306,1962,West,62888.71,Yearly,Y,Tourist,Summer,Center C,164,Certified
50392,Oceania,Japan,Diploma,N,Y,22170,2007,South,95328.07,Yearly,Y,Work,Fall,Center D,106,Certified
50393,Oceania,Japan,High School,Y,N,32720,1973,South,98608.74,Yearly,Y,Tourist,Winter,Center B,144,Certified
50394,North America,Japan,Bachelor's,Y,N,19815,2000,South,76243.99,Monthly,Y,PR,Winter,Center A,276,Certified
50395,South America,UAE,Diploma,Y,N,437,1989,South,125372.4,Monthly,N,Dependent,Summer,Center A,235,Certified
50396,South America,Nigeria,High School,Y,N,2462,1954,Midwest,30386.7,Yearly,Y,Dependent,Winter,Center A,323,Certified
50397,Oceania,Australia,PhD,Y,N,26467,1976,West,74864.9,Hourly,Y,PR,Fall,Center A,269,Certified
50398,North America,UAE,High School,Y,N,40837,2018,Northeast,143801.08,Weekly,Y,Student,Winter,Center B,14,Certified
50399,Europe,UK,High School,N,N,3873,1987,South,5973.58,Monthly,Y,Business,Spring,Center D,322,Certified
50400,Europe,Germany,Bachelor's,N,N,38688,2010,Northeast,99671.85,Monthly,Y,Dependent,Fall,Center C,290,Certified
50401,South America,Australia,Bachelor's,Y,N,16845,1980,Northeast,136048.39,Weekly,Y,Work,Summer,Center B,24,Certified
50402,South America,UAE,High School,Y,Y,40319,1985,South,35080.54,Hourly,Y,PR,Spring,Center B,153,Certified
